id,ingredients,ingredients_string,cuisine
33840,"['tomato sauce', 'yellow onion', 'sour cream', 'celery ribs', 'vegetable stock', 'freshly ground pepper', 'prepared horseradish', 'beets', 'fresh dill', 'baking potatoes', 'carrots']",tomato sauce yellow onion sour cream celery ribs vegetable stock freshly ground pepper prepared horseradish beets fresh dill baking potatoes carrots,E
43911,"['black pepper', 'salt', 'cajun seasoning', 'beef roast', 'garlic powder', 'onions', 'bacon']",black pepper salt cajun seasoning beef roast garlic powder onions bacon,E
5736,"['water', 'salt', 'rennet', 'raw milk']",water salt rennet raw milk,A
17534,"['cold water', 'long-grain rice']",cold water long-grain rice,E
51,"['kalamata', 'parsley leaves', 'extra-virgin olive oil']",kalamata parsley leaves extra-virgin olive oil,E
1032,"['water', 'cayenne pepper', 'shrimp', 'diced tomatoes', 'garlic cloves', 'vegetable oil', 'okra', 'bay leaf', 'yellow onion', 'ham']",water cayenne pepper shrimp diced tomatoes garlic cloves vegetable oil okra bay leaf yellow onion ham,E
32889,"['part-skim mozzarella', 'large eggs', 'part-skim ricotta cheese', 'pepper', 'grated parmesan cheese', 'salt', 'olive oil', 'marinara sauce', 'frozen chopped spinach', 'eggplant', 'garlic']",part-skim mozzarella large eggs part-skim ricotta cheese pepper grated parmesan cheese salt olive oil marinara sauce frozen chopped spinach eggplant garlic,E
34487,"['tomato paste', 'peeled fresh ginger', 'garlic', 'water', 'coarse salt', 'onions', 'plain yogurt', 'chili powder', 'freshly ground pepper', 'garam masala', 'extra-virgin olive oil', 'large shrimp']",tomato paste peeled fresh ginger garlic water coarse salt onions plain yogurt chili powder freshly ground pepper garam masala extra-virgin olive oil large shrimp,B
49264,"['fresh leav spinach', 'corn kernels', 'russet potatoes', 'onions', 'minced garlic', 'large eggs', 'carrots', 'chopped cilantro fresh', 'plain yogurt', 'fresh ginger', 'all-purpose flour', 'frozen peas', 'chili', 'vegetable oil', 'chutney', 'ground cumin']",fresh leav spinach corn kernels russet potatoes onions minced garlic large eggs carrots chopped cilantro fresh plain yogurt fresh ginger all-purpose flour frozen peas chili vegetable oil chutney ground cumin,B
5804,"['celery ribs', 'bay leaves', 'salt', 'garlic cloves', 'jalapeno chilies', 'vegetable oil', 'green pepper', 'celery seed', 'shrimp stock', 'flour', 'cajun seasoning', 'sweet paprika', 'onions', 'bell pepper', 'green onions', 'hot sauce', 'shrimp']",celery ribs bay leaves salt garlic cloves jalapeno chilies vegetable oil green pepper celery seed shrimp stock flour cajun seasoning sweet paprika onions bell pepper green onions hot sauce shrimp,E
9724,"['fresh basil', 'fresh ginger', 'shallots', 'garlic', 'cinnamon sticks', 'tofu', 'low sodium vegetable broth', 'cilantro stems', 'watercress', 'dried shiitake mushrooms', 'fresh basil leaves', 'brown sugar', 'ground black pepper', 'rice noodles', 'rice vinegar', 'chopped cilantro', 'low sodium soy sauce', 'lime', 'green onions', 'star anise', 'soybean sprouts']",fresh basil fresh ginger shallots garlic cinnamon sticks tofu low sodium vegetable broth cilantro stems watercress dried shiitake mushrooms fresh basil leaves brown sugar ground black pepper rice noodles rice vinegar chopped cilantro low sodium soy sauce lime green onions star anise soybean sprouts,C
4112,"['cooking spray', 'salt', 'center cut loin pork chop', 'minced garlic', 'diced tomatoes', 'olives', 'dry white wine', 'all-purpose flour', 'black pepper', 'vegetable oil', 'fresh parsley']",cooking spray salt center cut loin pork chop minced garlic diced tomatoes olives dry white wine all-purpose flour black pepper vegetable oil fresh parsley,E
16786,"['dried lentils', 'shallots', 'baked tortilla chips', 'fresh basil', 'water', 'chopped walnuts', 'cremini mushrooms', 'balsamic vinegar', 'garlic cloves', 'white pepper', 'salt']",dried lentils shallots baked tortilla chips fresh basil water chopped walnuts cremini mushrooms balsamic vinegar garlic cloves white pepper salt,E
2781,"['green chile', 'coconut', 'salt', 'green beans', 'fresh curry leaves', 'brown mustard seeds', 'ground coriander', 'ground cumin', 'hot red pepper flakes', 'corn kernels', 'cayenne pepper', 'ground turmeric', 'water', 'vegetable oil', 'garlic cloves']",green chile coconut salt green beans fresh curry leaves brown mustard seeds ground coriander ground cumin hot red pepper flakes corn kernels cayenne pepper ground turmeric water vegetable oil garlic cloves,B
5785,"['jack cheese', 'flour tortillas']",jack cheese flour tortillas,D
17249,"['water', 'juice concentrate', 'tapioca']",water juice concentrate tapioca,E
27894,"['zucchini', 'onions', 'corn', 'cheese', 'buttermilk', 'olive oil', 'garlic']",zucchini onions corn cheese buttermilk olive oil garlic,E
11444,"['pepper', 'vegetable oil', 'pork butt', 'white vinegar', 'ground black pepper', 'salt', 'ground cumin', 'water', 'garlic', 'dried oregano', 'ground cloves', 'chili powder', 'ground coriander']",pepper vegetable oil pork butt white vinegar ground black pepper salt ground cumin water garlic dried oregano ground cloves chili powder ground coriander,B
35396,"['eggs', 'heavy whipping cream', 'vanilla extract', 'white sugar', 'ricotta cheese', 'cooked white rice', 'crushed pineapple']",eggs heavy whipping cream vanilla extract white sugar ricotta cheese cooked white rice crushed pineapple,A
15083,"['nopales', 'jalapeno chilies', 'boneless skinless chicken breast halves', 'tomatillos']",nopales jalapeno chilies boneless skinless chicken breast halves tomatillos,D
36320,"['active dry yeast', 'salt', 'eggs', 'granulated sugar', 'oil', 'evaporated milk', 'all-purpose flour', 'water', 'vegetable shortening', 'confectioners sugar']",active dry yeast salt eggs granulated sugar oil evaporated milk all-purpose flour water vegetable shortening confectioners sugar,A
49475,"['minced garlic', 'green onions', 'rice vinegar', 'corn starch', 'soy sauce', 'olive oil', 'red pepper flakes', 'orange juice', 'brown sugar', 'water', 'boneless skinless chicken breasts', 'all-purpose flour', 'grated orange', 'pepper', 'fresh ginger', 'salt', 'lemon juice']",minced garlic green onions rice vinegar corn starch soy sauce olive oil red pepper flakes orange juice brown sugar water boneless skinless chicken breasts all-purpose flour grated orange pepper fresh ginger salt lemon juice,C
32585,"['ground black pepper', 'white sugar', 'sesame seeds', 'garlic', 'soy sauce', 'green onions', 'flanken short ribs', 'toasted sesame oil']",ground black pepper white sugar sesame seeds garlic soy sauce green onions flanken short ribs toasted sesame oil,C
22474,"['pepper', 'zucchini', 'sliced mushrooms', 'yellow squash', 'diced tomatoes', 'dried oregano', 'dried basil', 'grated parmesan cheese', 'onions', 'olive oil', 'salt']",pepper zucchini sliced mushrooms yellow squash diced tomatoes dried oregano dried basil grated parmesan cheese onions olive oil salt,E
3014,"['fresh basil', 'parmesan cheese', 'ground sirloin', 'kosher salt', 'large eggs', 'refrigerated fettuccine', 'black pepper', 'panko', 'garlic cloves', 'salad', 'olive oil', 'marinara sauce']",fresh basil parmesan cheese ground sirloin kosher salt large eggs refrigerated fettuccine black pepper panko garlic cloves salad olive oil marinara sauce,E
40396,"['feta cheese', 'lemon juice', 'pinenuts', 'extra-virgin olive oil', 'wheat', 'dried rosemary', 'kale', 'garlic']",feta cheese lemon juice pinenuts extra-virgin olive oil wheat dried rosemary kale garlic,E
36634,"['pepper', 'whole wheat flour', 'shredded lettuce', 'strawberries', 'panko breadcrumbs', 'avocado', 'lime', 'chicken breasts', 'purple onion', 'ground coriander', 'lime juice', 'tortillas', 'cilantro', 'grated jack cheese', 'tomatoes', 'olive oil', 'lime wedges', 'salt', 'tequila']",pepper whole wheat flour shredded lettuce strawberries panko breadcrumbs avocado lime chicken breasts purple onion ground coriander lime juice tortillas cilantro grated jack cheese tomatoes olive oil lime wedges salt tequila,D
18543,"['soy sauce', 'peeled fresh ginger', 'dried shiitake mushrooms', 'hot water', 'chinese rice wine', 'reduced sodium chicken broth', 'napa cabbage', 'scallions', 'sugar', 'water chestnuts', 'salt', 'corn starch', 'black pepper', 'sesame oil', 'peanut oil', 'pork butt']",soy sauce peeled fresh ginger dried shiitake mushrooms hot water chinese rice wine reduced sodium chicken broth napa cabbage scallions sugar water chestnuts salt corn starch black pepper sesame oil peanut oil pork butt,C
22089,"['soy sauce', 'sansho', 'sake', 'unagi sauce', 'chicken breasts', 'chicken livers', 'sugar', 'ginger']",soy sauce sansho sake unagi sauce chicken breasts chicken livers sugar ginger,C
33545,"['ground red pepper', 'cream cheese, soften', 'mayonaise', 'sharp cheddar cheese', 'yellow onion', 'pimentos', 'freshly ground pepper']","ground red pepper cream cheese, soften mayonaise sharp cheddar cheese yellow onion pimentos freshly ground pepper",D
29049,"['butter', 'melted butter', 'self rising flour', 'buttermilk']",butter melted butter self rising flour buttermilk,A
9681,"['fresh spinach', 'red wine vinegar', 'feta cheese crumbles', 'fresh basil', 'tomato juice', 'chopped onion', 'cherry tomatoes', 'bow-tie pasta', 'olive oil', 'chickpeas']",fresh spinach red wine vinegar feta cheese crumbles fresh basil tomato juice chopped onion cherry tomatoes bow-tie pasta olive oil chickpeas,E
31476,"['brown sugar', 'mirin', 'salt', 'garlic paste', 'eggplant', 'balsamic vinegar', 'low sodium soy sauce', 'fresh ginger', 'vegetable oil', 'lean ground pork', 'low sodium chicken broth', 'garlic cloves']",brown sugar mirin salt garlic paste eggplant balsamic vinegar low sodium soy sauce fresh ginger vegetable oil lean ground pork low sodium chicken broth garlic cloves,C
46081,"['seasoned bread crumbs', 'boneless skinless chicken breast halves', 'eggs', 'all-purpose flour', 'butter', 'flax seed meal', 'romano cheese', 'dried parsley']",seasoned bread crumbs boneless skinless chicken breast halves eggs all-purpose flour butter flax seed meal romano cheese dried parsley,E
1293,"['nutmeg', 'low sodium chicken broth', 'onions', 'pinenuts', 'butter', 'white pepper', 'leeks', 'celery ribs', 'asparagus', 'salt']",nutmeg low sodium chicken broth onions pinenuts butter white pepper leeks celery ribs asparagus salt,E
3830,"['white onion', 'ground red pepper', 'salt', 'dried oregano', 'avocado', 'garlic powder', 'reduced-fat sour cream', 'fresh lime juice', 'ground cumin', 'brown sugar', 'jalapeno chilies', 'paprika', 'chopped cilantro fresh', 'tilapia fillets', 'lime wedges', 'corn tortillas', 'canola oil']",white onion ground red pepper salt dried oregano avocado garlic powder reduced-fat sour cream fresh lime juice ground cumin brown sugar jalapeno chilies paprika chopped cilantro fresh tilapia fillets lime wedges corn tortillas canola oil,D
49201,"['chili pepper', 'sesame oil', 'scallions', 'onions', 'eggs', 'sesame seeds', 'bacon', 'carrots', 'pepper', 'vegetable oil', 'juice', 'soy sauce', 'short-grain rice', 'salt', 'kimchi']",chili pepper sesame oil scallions onions eggs sesame seeds bacon carrots pepper vegetable oil juice soy sauce short-grain rice salt kimchi,C
4236,"['kosher salt', 'skirt steak', 'sea salt']",kosher salt skirt steak sea salt,E
17185,"['seasoning', 'shredded mild cheddar cheese', 'beef stock cubes', 'salt', 'celery', 'onions', 'pepper', 'egg yolks', 'ground pork', 'carrots', 'ground beef', 'water', 'baking potatoes', 'garlic', 'hot water', 'fresh parsley', 'green bell pepper', 'frozen pastry puff sheets', 'worcestershire sauce', 'dri leav thyme', 'bay leaf']",seasoning shredded mild cheddar cheese beef stock cubes salt celery onions pepper egg yolks ground pork carrots ground beef water baking potatoes garlic hot water fresh parsley green bell pepper frozen pastry puff sheets worcestershire sauce dri leav thyme bay leaf,E
48757,"['ground cinnamon', 'vanilla extract', 'chopped pecans', 'sweet potatoes', 'dark brown sugar', 'piecrust', 'salt', 'pumpkin pie spice', 'large eggs', 'corn syrup', 'nonfat evaporated milk']",ground cinnamon vanilla extract chopped pecans sweet potatoes dark brown sugar piecrust salt pumpkin pie spice large eggs corn syrup nonfat evaporated milk,A
48277,"['whole wheat flour', 'buttermilk', 'baking powder', 'all-purpose flour', 'baking soda', 'salt', 'sugar', 'butter']",whole wheat flour buttermilk baking powder all-purpose flour baking soda salt sugar butter,A
19192,"['unsalted butter', 'salt', 'crushed red pepper flakes', 'lime juice', 'chopped cilantro fresh']",unsalted butter salt crushed red pepper flakes lime juice chopped cilantro fresh,E
23579,"['mustard', 'roasted sesame seeds', 'miso', 'scallops', 'mirin', 'seasoned rice wine vinegar', 'soy sauce', 'olive oil', 'butter', 'water', 'green onions']",mustard roasted sesame seeds miso scallops mirin seasoned rice wine vinegar soy sauce olive oil butter water green onions,C
867,"['unsalted butter', 'fresh orange juice', 'pineapple chunks', 'whole milk', 'confectioners sugar', 'large eggs', 'all-purpose flour', 'honey', 'peeled fresh ginger']",unsalted butter fresh orange juice pineapple chunks whole milk confectioners sugar large eggs all-purpose flour honey peeled fresh ginger,A
919,"['pepper', 'salt', 'dried oregano', 'olive oil', 'fresh parsley', 'fresh basil', 'balsamic vinegar', 'roasted tomatoes', 'crushed tomatoes', 'garlic cloves']",pepper salt dried oregano olive oil fresh parsley fresh basil balsamic vinegar roasted tomatoes crushed tomatoes garlic cloves,E
11704,"['water', 'cumin seed', 'salt', 'onions', 'curry leaves', 'green chilies', 'potatoes', 'oil']",water cumin seed salt onions curry leaves green chilies potatoes oil,B
10939,"['baking powder', 'unsalted butter', 'cake flour', 'whole milk', 'salt', 'heavy cream']",baking powder unsalted butter cake flour whole milk salt heavy cream,A
6397,"['olive oil', 'reduced fat mozzarella', 'pasta sauce', 'garlic', 'italian seasoning', 'turkey sausage', 'onions', 'rotini pasta, cook and drain', 'pepperoni turkei']","olive oil reduced fat mozzarella pasta sauce garlic italian seasoning turkey sausage onions rotini pasta, cook and drain pepperoni turkei",E
21926,"['ground black pepper', 'large garlic cloves', 'unsweetened coconut milk', 'green onions', 'red kidnei beans, rins and drain', 'coarse salt', 'fresh thyme', 'long-grain rice']","ground black pepper large garlic cloves unsweetened coconut milk green onions red kidnei beans, rins and drain coarse salt fresh thyme long-grain rice",E
41831,"['water', 'shredded lettuce', 'corn tortillas', 'tomatoes', 'vegetable oil', 'salt', 'green onions', 'garlic', 'pepper', 'queso fresco', 'sour cream']",water shredded lettuce corn tortillas tomatoes vegetable oil salt green onions garlic pepper queso fresco sour cream,D
29221,"['green peppercorns', 'butter', 'chicken livers', 'brandy', 'dry mustard', 'chicken stock', 'sea salt', 'dried rosemary', 'olive oil', 'garlic cloves']",green peppercorns butter chicken livers brandy dry mustard chicken stock sea salt dried rosemary olive oil garlic cloves,E
15627,"['tomato sauce', 'garbanzo beans', 'olive oil', 'onions', 'curry powder', 'garlic', 'spinach', 'fresh ginger']",tomato sauce garbanzo beans olive oil onions curry powder garlic spinach fresh ginger,B
24228,"['bay leaves', 'garlic', 'onions', 'chicken broth', 'vegetable oil', 'ground cayenne pepper', 'ground cumin', 'chili powder', 'salt', 'chopped cilantro fresh', 'boneless chicken breast halves', 'diced tomatoes', 'corn tortillas']",bay leaves garlic onions chicken broth vegetable oil ground cayenne pepper ground cumin chili powder salt chopped cilantro fresh boneless chicken breast halves diced tomatoes corn tortillas,B
31854,"['smoked salmon', 'nori', 'avocado', 'brown rice', 'capers', 'tomatoes', 'purple onion']",smoked salmon nori avocado brown rice capers tomatoes purple onion,E
45533,"['tomatoes', 'bacon', 'fresh cilantro', 'onions', 'water', 'dried pinto beans', 'jalapeno chilies']",tomatoes bacon fresh cilantro onions water dried pinto beans jalapeno chilies,D
24915,"['soy sauce', 'sesame oil', 'broccoli', 'green onions', 'peas', 'onions', 'water', 'portabello mushroom', 'walnuts', 'coconut oil', 'brown rice', 'salt']",soy sauce sesame oil broccoli green onions peas onions water portabello mushroom walnuts coconut oil brown rice salt,C
6750,"['green bell pepper', 'garlic cloves', 'chicken broth', 'red beans', 'onions', 'celery ribs', 'water', 'sausages', 'cooked rice', 'creole seasoning']",green bell pepper garlic cloves chicken broth red beans onions celery ribs water sausages cooked rice creole seasoning,E
43562,"['fish sauce', 'vegetable oil', 'fresh mint', 'mango', 'light brown sugar', 'shallots', 'garlic cloves', 'toasted sesame seeds', 'kosher salt', 'cilantro leaves', 'dried shrimp', 'red chili peppers', 'unsalted dry roast peanuts', 'fresh lime juice']",fish sauce vegetable oil fresh mint mango light brown sugar shallots garlic cloves toasted sesame seeds kosher salt cilantro leaves dried shrimp red chili peppers unsalted dry roast peanuts fresh lime juice,C
37717,"['chili', 'cinnamon sticks', 'ground cinnamon', 'semisweet chocolate', 'large egg yolks', 'ground cumin', 'sugar', 'whipping cream']",chili cinnamon sticks ground cinnamon semisweet chocolate large egg yolks ground cumin sugar whipping cream,A
8060,"['crumbled goat cheese', 'large eggs', 'onions', 'sugar', 'chorizo', 'bay leaf', 'kosher salt', 'russet potatoes', 'plum tomatoes', 'pepper', 'extra-virgin olive oil', 'pimenton']",crumbled goat cheese large eggs onions sugar chorizo bay leaf kosher salt russet potatoes plum tomatoes pepper extra-virgin olive oil pimenton,E
27317,"['chicken stock', 'jalapeno chilies', 'all-purpose flour', 'chopped cilantro fresh', 'pepper', 'garlic', 'sour cream', 'eggs', 'tomatillos', 'cream cheese', 'ground cumin', 'olive oil', 'salt', 'ancho chile pepper']",chicken stock jalapeno chilies all-purpose flour chopped cilantro fresh pepper garlic sour cream eggs tomatillos cream cheese ground cumin olive oil salt ancho chile pepper,D
23501,"['green onions', 'ground cumin', 'cheddar cheese', 'salsa', 'melted butter', 'dri oregano leaves, crush', 'flour tortillas', 'chicken']","green onions ground cumin cheddar cheese salsa melted butter dri oregano leaves, crush flour tortillas chicken",D
22255,"['baguette', 'extra-virgin olive oil', 'balsamic vinegar', 'cannellini beans', 'rosemary leaves', 'crushed red pepper flakes']",baguette extra-virgin olive oil balsamic vinegar cannellini beans rosemary leaves crushed red pepper flakes,E
27812,"['dry white wine', 'cognac', 'thyme', 'black peppercorns', 'vegetable oil', 'fat', 'bay leaf', 'green peppercorns', 'shallots', 'unsalted beef stock', 'chopped parsley', 'unsalted butter', 'new york strip steaks', 'carrots', 'onions']",dry white wine cognac thyme black peppercorns vegetable oil fat bay leaf green peppercorns shallots unsalted beef stock chopped parsley unsalted butter new york strip steaks carrots onions,E
31490,"['mustard', 'red chili powder', 'salt', 'cashew nuts', 'curry leaves', 'tumeric', 'oil', 'white button mushrooms', 'garlic paste', 'green chilies', 'cumin', 'tomatoes', 'garam masala', 'onions']",mustard red chili powder salt cashew nuts curry leaves tumeric oil white button mushrooms garlic paste green chilies cumin tomatoes garam masala onions,B
43951,"['chicken broth', 'green onions', 'peanut oil', 'white sugar', 'sugar pea', 'garlic', 'red bell pepper', 'soy sauce', 'boneless skinless chicken breasts', 'corn starch', 'cabbage', 'fresh ginger', 'salt', 'onions']",chicken broth green onions peanut oil white sugar sugar pea garlic red bell pepper soy sauce boneless skinless chicken breasts corn starch cabbage fresh ginger salt onions,C
11407,"['olive oil', 'salt', 'olives', 'spicy sausage', 'cinnamon', 'chicken leg quarters', 'tomatoes', 'cayenne', 'garlic cloves', 'cumin', 'black pepper', 'red wine', 'onions']",olive oil salt olives spicy sausage cinnamon chicken leg quarters tomatoes cayenne garlic cloves cumin black pepper red wine onions,E
31821,"['olive oil', 'salt', 'pepper', 'crushed garlic', 'mayonaise', 'grated parmesan cheese', 'red bell pepper', 'dried basil', 'red wine vinegar']",olive oil salt pepper crushed garlic mayonaise grated parmesan cheese red bell pepper dried basil red wine vinegar,E
32173,"['kosher salt', 'garam masala', 'vegetable oil', 'cumin seed', 'fresh tomatoes', 'chili', 'fresh peas', 'whipping cream', 'chopped cilantro fresh', 'water', 'ground black pepper', 'fresh green bean', 'onions', 'tumeric', 'fresh ginger', 'bell pepper', 'ground coriander', 'paneer cheese']",kosher salt garam masala vegetable oil cumin seed fresh tomatoes chili fresh peas whipping cream chopped cilantro fresh water ground black pepper fresh green bean onions tumeric fresh ginger bell pepper ground coriander paneer cheese,B
36050,"['ground nutmeg', 'onions', 'butter oil', 'all-purpose flour', 'low-fat milk', 'fat skimmed chicken broth']",ground nutmeg onions butter oil all-purpose flour low-fat milk fat skimmed chicken broth,A
18967,"['black pepper', 'salt', 'boneless chicken breast', 'garlic powder', 'eggs', 'butter']",black pepper salt boneless chicken breast garlic powder eggs butter,E
20530,"['mixed spice', 'cilantro', 'green cabbage', 'flour tortillas', 'purple onion', 'tomato paste', 'boneless skinless chicken breasts', 'monterey jack', 'lime', 'mexican chocolate']",mixed spice cilantro green cabbage flour tortillas purple onion tomato paste boneless skinless chicken breasts monterey jack lime mexican chocolate,D
21805,"['yellow corn meal', 'large eggs', 'butter', 'baking soda', 'cooking spray', 'all-purpose flour', 'honey', 'jalapeno chilies', 'salt', 'low-fat buttermilk', 'baking powder']",yellow corn meal large eggs butter baking soda cooking spray all-purpose flour honey jalapeno chilies salt low-fat buttermilk baking powder,A
28743,"['vegetable oil cooking spray', 'cooked chicken breasts', 'green chile', 'salsa', 'flour tortillas', 'ground cumin', 'reduced fat sharp cheddar cheese', 'chopped cilantro fresh']",vegetable oil cooking spray cooked chicken breasts green chile salsa flour tortillas ground cumin reduced fat sharp cheddar cheese chopped cilantro fresh,D
29386,"['white vinegar', 'water', 'sweet potatoes', 'ground allspice', 'white onion', 'ground black pepper', 'vegetable oil', 'chayotes', 'chicken legs', 'curry powder', 'fresh thyme leaves', 'garlic cloves', 'kosher salt', 'habanero pepper', 'russet potatoes']",white vinegar water sweet potatoes ground allspice white onion ground black pepper vegetable oil chayotes chicken legs curry powder fresh thyme leaves garlic cloves kosher salt habanero pepper russet potatoes,B
28475,"['tomatoes', 'capsicum', 'garlic', 'onions', 'potatoes', 'ginger', 'oil', 'garam masala', 'chili powder', 'salt', 'ground turmeric', 'spring onions', 'green peas', 'baby corn']",tomatoes capsicum garlic onions potatoes ginger oil garam masala chili powder salt ground turmeric spring onions green peas baby corn,B
48106,"['tomatoes', 'cooking spray', 'garlic cloves', 'ground cumin', 'fat free less sodium chicken broth', 'chili powder', 'fresh lime juice', 'finely chopped onion', 'salt', 'chopped cilantro fresh', 'chipotle chile', 'boneless skinless chicken breasts', 'corn tortillas']",tomatoes cooking spray garlic cloves ground cumin fat free less sodium chicken broth chili powder fresh lime juice finely chopped onion salt chopped cilantro fresh chipotle chile boneless skinless chicken breasts corn tortillas,D
14681,"['butter', 'cheese', 'strawberry preserves', 'pecans', 'all-purpose flour']",butter cheese strawberry preserves pecans all-purpose flour,A
49120,"['white wine', 'freshly ground pepper', 'ground cinnamon', 'salt', 'chicken broth', 'apples', 'onions', 'sugar', 'roasting chickens']",white wine freshly ground pepper ground cinnamon salt chicken broth apples onions sugar roasting chickens,E
27651,"['cilantro', 'shrimp', 'peanuts', 'oil', 'cheese', 'onions', 'tortillas', 'carrots']",cilantro shrimp peanuts oil cheese onions tortillas carrots,D
2803,"['tomatoes', 'lime', 'hass avocado', 'black beans', 'purple onion', 'seedless cucumber', 'cilantro', 'pepper', 'salt']",tomatoes lime hass avocado black beans purple onion seedless cucumber cilantro pepper salt,D
27372,"['pepper', 'green peas', 'onions', 'chicken broth', 'baking potatoes', 'salt', 'ground cumin', 'olive oil', 'garlic', 'chicken', 'white wine', 'paprika', 'carrots']",pepper green peas onions chicken broth baking potatoes salt ground cumin olive oil garlic chicken white wine paprika carrots,B
25807,"['chinese rice wine', 'green onions', 'garlic', 'soy sauce', 'szechwan peppercorns', 'corn starch', 'sugar', 'boneless skinless chicken breasts', 'oil', 'dark soy sauce', 'peanuts', 'sesame oil', 'dried red chile peppers']",chinese rice wine green onions garlic soy sauce szechwan peppercorns corn starch sugar boneless skinless chicken breasts oil dark soy sauce peanuts sesame oil dried red chile peppers,C
25050,"['olive oil', 'green chilies', 'cactus', 'salt', 'chopped cilantro fresh', 'jack cheese', 'salsa', 'chorizo sausage', 'flour', 'corn-on-the-cob']",olive oil green chilies cactus salt chopped cilantro fresh jack cheese salsa chorizo sausage flour corn-on-the-cob,D
35790,"['sugar', 'salt', 'unsalted butter', 'grated nutmeg', 'peaches', 'all-purpose flour', 'cold water', 'vegetable shortening', 'fresh lemon juice']",sugar salt unsalted butter grated nutmeg peaches all-purpose flour cold water vegetable shortening fresh lemon juice,A
42729,"['avocado', 'purple onion', 'chopped cilantro fresh', 'jamaican jerk season', 'grate lime peel', 'olive oil', 'mahi mahi fillets', 'cantaloupe', 'fresh lime juice']",avocado purple onion chopped cilantro fresh jamaican jerk season grate lime peel olive oil mahi mahi fillets cantaloupe fresh lime juice,D
6419,"['English mustard', 'cheddar cheese', 'parsley', 'sweet corn', 'nutmeg', 'potatoes', 'lemon', 'seasoning', 'shelled prawn', 'double cream', 'onions', 'eggs', 'haddock', 'extra-virgin olive oil']",English mustard cheddar cheese parsley sweet corn nutmeg potatoes lemon seasoning shelled prawn double cream onions eggs haddock extra-virgin olive oil,E
19723,"['fresh chives', 'oil', 'sugar', 'prawns', 'fresh mint', 'hoisin sauce', 'beansprouts', 'pork', 'rice vermicelli', 'rice paper']",fresh chives oil sugar prawns fresh mint hoisin sauce beansprouts pork rice vermicelli rice paper,C
11569,"['reduced sodium chicken broth', 'all-purpose flour', 'celery', 'stewed tomatoes', 'peanut oil', 'onions', 'garlic', 'okra', 'chorizo sausage', 'boneless chicken skinless thigh', 'sweet pepper', 'smoked paprika']",reduced sodium chicken broth all-purpose flour celery stewed tomatoes peanut oil onions garlic okra chorizo sausage boneless chicken skinless thigh sweet pepper smoked paprika,E
10002,"['ground black pepper', 'worcestershire sauce', 'canned tomatoes', 'allspice', 'green bell pepper', 'flour', 'rendered bacon fat', 'onions', 'jumbo shrimp', 'green onions', 'garlic', 'pork sausages', 'fresh thyme', 'crushed red pepper flakes', 'salt']",ground black pepper worcestershire sauce canned tomatoes allspice green bell pepper flour rendered bacon fat onions jumbo shrimp green onions garlic pork sausages fresh thyme crushed red pepper flakes salt,E
28748,"['eggs', 'bell pepper', 'salt', 'onions', 'active dry yeast', 'sunflower oil', 'margarine', 'olive oil', 'garlic', 'fresh parsley', 'water', 'pork tenderloin', 'all-purpose flour', 'chorizo sausage']",eggs bell pepper salt onions active dry yeast sunflower oil margarine olive oil garlic fresh parsley water pork tenderloin all-purpose flour chorizo sausage,E
33729,"['large eggs', 'crema', 'Mexican cheese blend', 'butter', 'red bell pepper', 'brown hash potato', 'green onions', 'salt', 'low sodium taco seasoning', 'Old El Paso™ chopped green chiles', 'Old El Paso Flour Tortillas']",large eggs crema Mexican cheese blend butter red bell pepper brown hash potato green onions salt low sodium taco seasoning Old El Paso™ chopped green chiles Old El Paso Flour Tortillas,D
6109,"['soy sauce', 'rice cakes', 'minced garlic', 'ketchup', 'roasted peanuts', 'syrup', 'chili paste']",soy sauce rice cakes minced garlic ketchup roasted peanuts syrup chili paste,C
9245,"['sugar', 'garlic', 'hot pepper sauce', 'sesame seeds', 'beef rib short', 'marinade']",sugar garlic hot pepper sauce sesame seeds beef rib short marinade,C
6013,"['lapsang', 'freshly ground pepper', 'granny smith apples', 'chicken breasts', 'red bell pepper', 'soy sauce', 'light mayonnaise', 'garlic cloves', 'fresh ginger', 'yellow bell pepper']",lapsang freshly ground pepper granny smith apples chicken breasts red bell pepper soy sauce light mayonnaise garlic cloves fresh ginger yellow bell pepper,C
4408,"['dried basil', 'baking powder', 'all-purpose flour', 'medium shrimp', 'mustard', 'prepared horseradish', 'paprika', 'peach preserves', 'garlic powder', 'vegetable oil', 'cayenne pepper', 'black pepper', 'large eggs', 'salt', 'beer']",dried basil baking powder all-purpose flour medium shrimp mustard prepared horseradish paprika peach preserves garlic powder vegetable oil cayenne pepper black pepper large eggs salt beer,A
3973,"['baking soda', 'all-purpose flour', 'orange zest', 'eggs', 'butter', 'confectioners sugar', 'baking powder', 'orange juice', 'shortening', 'salt', 'white sugar']",baking soda all-purpose flour orange zest eggs butter confectioners sugar baking powder orange juice shortening salt white sugar,A
5079,"['salt', 'asparagus', 'bechamel', 'freshly grated parmesan', 'oven-ready lasagna noodles', 'large garlic cloves', 'chopped fresh herbs']",salt asparagus bechamel freshly grated parmesan oven-ready lasagna noodles large garlic cloves chopped fresh herbs,E
43736,"['cider vinegar', 'watermelon', 'sugar', 'coarse salt', 'pickling spices']",cider vinegar watermelon sugar coarse salt pickling spices,A
